workerid,proliferate.condition,f0,id,poa,response,slide_number_in_experiment,vot,word,error
8,young,7,pang_F0_7_VOT_7.wav,lab,asp,91,7,pang,
8,young,2,pang_F0_2_VOT_7.wav,lab,lenis,92,7,pang,
8,young,4,pang_F0_4_VOT_4.wav,lab,lenis,93,4,pang,
8,young,6,pang_F0_6_VOT_7.wav,lab,asp,94,7,pang,
8,young,6,pang_F0_6_VOT_8.wav,lab,asp,95,8,pang,
8,young,3,pang_F0_3_VOT_6.wav,lab,lenis,96,6,pang,
8,young,2,pang_F0_2_VOT_6.wav,lab,lenis,97,6,pang,
8,young,2,pang_F0_2_VOT_2.wav,lab,lenis,98,2,pang,
8,young,7,pang_F0_7_VOT_8.wav,lab,asp,99,8,pang,
8,young,5,pang_F0_5_VOT_1.wav,lab,tense,100,1,pang,
8,young,1,pang_F0_1_VOT_1.wav,lab,lenis,101,1,pang,
8,young,3,pang_F0_3_VOT_2.wav,lab,tense,102,2,pang,
8,young,5,pang_F0_5_VOT_6.wav,lab,asp,103,6,pang,
8,young,1,pang_F0_1_VOT_2.wav,lab,lenis,104,2,pang,
8,young,3,pang_F0_3_VOT_8.wav,lab,asp,105,8,pang,
8,young,4,pang_F0_4_VOT_6.wav,lab,asp,106,6,pang,
8,young,1,pang_F0_1_VOT_5.wav,lab,lenis,107,5,pang,
8,young,6,pang_F0_6_VOT_4.wav,lab,asp,108,4,pang,
8,young,2,pang_F0_2_VOT_5.wav,lab,lenis,109,5,pang,
8,young,8,pang_F0_8_VOT_4.wav,lab,asp,110,4,pang,
8,young,3,pang_F0_3_VOT_1.wav,lab,tense,111,1,pang,
8,young,4,pang_F0_4_VOT_2.wav,lab,tense,112,2,pang,
8,young,1,pang_F0_1_VOT_6.wav,lab,lenis,113,6,pang,
8,young,7,pang_F0_7_VOT_4.wav,lab,asp,114,4,pang,
8,young,3,pang_F0_3_VOT_3.wav,lab,lenis,115,3,pang,
8,young,4,pang_F0_4_VOT_8.wav,lab,asp,116,8,pang,
8,young,6,pang_F0_6_VOT_3.wav,lab,tense,117,3,pang,
8,young,6,pang_F0_6_VOT_2.wav,lab,tense,118,2,pang,
8,young,8,pang_F0_8_VOT_7.wav,lab,asp,119,7,pang,
8,young,7,pang_F0_7_VOT_2.wav,lab,tense,120,2,pang,
8,young,2,pang_F0_2_VOT_3.wav,lab,lenis,121,3,pang,
8,young,8,pang_F0_8_VOT_6.wav,lab,asp,122,6,pang,
8,young,7,pang_F0_7_VOT_5.wav,lab,asp,123,5,pang,
8,young,6,pang_F0_6_VOT_5.wav,lab,asp,124,5,pang,
8,young,2,pang_F0_2_VOT_1.wav,lab,tense,125,1,pang,
8,young,5,pang_F0_5_VOT_5.wav,lab,asp,126,5,pang,
8,young,8,pang_F0_8_VOT_2.wav,lab,tense,127,2,pang,
8,young,5,pang_F0_5_VOT_7.wav,lab,asp,128,7,pang,
8,young,1,pang_F0_1_VOT_3.wav,lab,lenis,129,3,pang,
8,young,1,pang_F0_1_VOT_7.wav,lab,lenis,130,7,pang,
8,young,1,pang_F0_1_VOT_4.wav,lab,lenis,131,4,pang,
8,young,6,pang_F0_6_VOT_1.wav,lab,tense,132,1,pang,
8,young,8,pang_F0_8_VOT_5.wav,lab,asp,133,5,pang,
8,young,2,pang_F0_2_VOT_8.wav,lab,lenis,134,8,pang,
8,young,7,pang_F0_7_VOT_1.wav,lab,tense,135,1,pang,
8,young,4,pang_F0_4_VOT_3.wav,lab,lenis,136,3,pang,
8,young,3,pang_F0_3_VOT_7.wav,lab,asp,137,7,pang,
8,young,7,pang_F0_7_VOT_6.wav,lab,asp,138,6,pang,
8,young,3,pang_F0_3_VOT_5.wav,lab,lenis,139,5,pang,
8,young,3,pang_F0_3_VOT_4.wav,lab,lenis,140,4,pang,
8,young,8,pang_F0_8_VOT_8.wav,lab,asp,141,8,pang,
8,young,5,pang_F0_5_VOT_4.wav,lab,lenis,142,4,pang,
8,young,5,pang_F0_5_VOT_3.wav,lab,lenis,143,3,pang,
8,young,4,pang_F0_4_VOT_5.wav,lab,lenis,144,5,pang,
8,young,5,pang_F0_5_VOT_8.wav,lab,asp,145,8,pang,
8,young,5,pang_F0_5_VOT_8.wav,lab,asp,147,8,pang,
8,young,5,pang_F0_5_VOT_1.wav,lab,tense,148,1,pang,
8,young,7,pang_F0_7_VOT_4.wav,lab,asp,149,4,pang,
8,young,8,pang_F0_8_VOT_1.wav,lab,tense,150,1,pang,
8,young,6,pang_F0_6_VOT_5.wav,lab,asp,151,5,pang,
8,young,1,pang_F0_1_VOT_4.wav,lab,lenis,152,4,pang,
8,young,3,pang_F0_3_VOT_2.wav,lab,tense,153,2,pang,
8,young,7,pang_F0_7_VOT_6.wav,lab,asp,154,6,pang,
8,young,8,pang_F0_8_VOT_5.wav,lab,asp,155,5,pang,
8,young,2,pang_F0_2_VOT_5.wav,lab,lenis,156,5,pang,
8,young,1,pang_F0_1_VOT_6.wav,lab,lenis,157,6,pang,
8,young,6,pang_F0_6_VOT_2.wav,lab,tense,158,2,pang,
8,young,3,pang_F0_3_VOT_1.wav,lab,tense,159,1,pang,
8,young,6,pang_F0_6_VOT_1.wav,lab,tense,160,1,pang,
8,young,6,pang_F0_6_VOT_6.wav,lab,asp,161,6,pang,
8,young,8,pang_F0_8_VOT_7.wav,lab,asp,162,7,pang,
8,young,4,pang_F0_4_VOT_1.wav,lab,tense,163,1,pang,
8,young,7,pang_F0_7_VOT_5.wav,lab,asp,164,5,pang,
8,young,4,pang_F0_4_VOT_7.wav,lab,asp,165,7,pang,
8,young,1,pang_F0_1_VOT_1.wav,lab,lenis,166,1,pang,
8,young,5,pang_F0_5_VOT_5.wav,lab,asp,167,5,pang,
8,young,3,pang_F0_3_VOT_8.wav,lab,asp,168,8,pang,
8,young,6,pang_F0_6_VOT_3.wav,lab,asp,169,3,pang,
8,young,1,pang_F0_1_VOT_2.wav,lab,lenis,170,2,pang,
8,young,3,pang_F0_3_VOT_5.wav,lab,asp,171,5,pang,
8,young,1,pang_F0_1_VOT_5.wav,lab,lenis,172,5,pang,
8,young,4,pang_F0_4_VOT_3.wav,lab,asp,173,3,pang,
8,young,5,pang_F0_5_VOT_6.wav,lab,asp,174,6,pang,
8,young,5,pang_F0_5_VOT_3.wav,lab,asp,175,3,pang,
8,young,8,pang_F0_8_VOT_6.wav,lab,asp,176,6,pang,
8,young,6,pang_F0_6_VOT_7.wav,lab,asp,177,7,pang,
8,young,2,pang_F0_2_VOT_7.wav,lab,lenis,178,7,pang,
8,young,8,pang_F0_8_VOT_4.wav,lab,asp,179,4,pang,
8,young,4,pang_F0_4_VOT_4.wav,lab,lenis,180,4,pang,
8,young,8,pang_F0_8_VOT_2.wav,lab,tense,181,2,pang,
8,young,3,pang_F0_3_VOT_7.wav,lab,lenis,182,7,pang,
8,young,7,pang_F0_7_VOT_1.wav,lab,tense,183,1,pang,
8,young,3,pang_F0_3_VOT_6.wav,lab,lenis,184,6,pang,
8,young,1,pang_F0_1_VOT_3.wav,lab,lenis,185,3,pang,
8,young,8,pang_F0_8_VOT_3.wav,lab,asp,186,3,pang,
8,young,2,pang_F0_2_VOT_6.wav,lab,lenis,187,6,pang,
8,young,2,pang_F0_2_VOT_3.wav,lab,lenis,188,3,pang,
8,young,4,pang_F0_4_VOT_2.wav,lab,tense,189,2,pang,
8,young,6,pang_F0_6_VOT_4.wav,lab,asp,190,4,pang,
8,young,3,pang_F0_3_VOT_4.wav,lab,lenis,191,4,pang,
8,young,4,pang_F0_4_VOT_6.wav,lab,tense,192,6,pang,
8,young,7,pang_F0_7_VOT_3.wav,lab,asp,193,3,pang,
8,young,4,pang_F0_4_VOT_5.wav,lab,asp,194,5,pang,
8,young,2,pang_F0_2_VOT_1.wav,lab,lenis,195,1,pang,
8,young,2,pang_F0_2_VOT_4.wav,lab,lenis,196,4,pang,
8,young,4,pang_F0_4_VOT_8.wav,lab,asp,197,8,pang,
8,young,2,pang_F0_2_VOT_8.wav,lab,lenis,198,8,pang,
8,young,6,pang_F0_6_VOT_8.wav,lab,asp,199,8,pang,
8,young,8,pang_F0_8_VOT_8.wav,lab,asp,200,8,pang,
8,young,5,pang_F0_5_VOT_4.wav,lab,lenis,201,4,pang,
8,young,3,pang_F0_3_VOT_3.wav,lab,lenis,202,3,pang,
8,young,7,pang_F0_7_VOT_2.wav,lab,tense,203,2,pang,
8,young,1,pang_F0_1_VOT_8.wav,lab,lenis,204,8,pang,
8,young,7,pang_F0_7_VOT_8.wav,lab,asp,205,8,pang,
8,young,1,pang_F0_1_VOT_7.wav,lab,lenis,206,7,pang,
8,young,2,pang_F0_2_VOT_2.wav,lab,lenis,207,2,pang,
8,young,5,pang_F0_5_VOT_7.wav,lab,asp,208,7,pang,
8,young,5,pang_F0_5_VOT_2.wav,lab,tense,209,2,pang,
8,young,7,pang_F0_7_VOT_7.wav,lab,asp,210,7,pang,
26,young,,check,,true,2,,check1,
26,young,,check,,true,3,,check2,
26,young,,check,,true,4,,check3,
26,young,2,practice,lab,tense,6,2,pang,
26,young,3,practice,lab,asp,7,8,pang,
26,young,8,practice,lab,tense,8,3,pang,
26,young,8,practice,lab,asp,9,8,pang,
26,young,7,practice,lab,asp,10,2,pang,
26,young,4,practice,lab,asp,11,8,pang,
26,young,4,practice,lab,tense,12,2,pang,
26,young,3,practice,lab,lenis,13,4,pang,
26,young,2,practice,lab,lenis,14,3,pang,
26,young,5,practice,lab,asp,15,3,pang,
26,young,6,pang_F0_6_VOT_4.wav,lab,asp,17,4,pang,
26,young,8,pang_F0_8_VOT_8.wav,lab,asp,18,8,pang,
26,young,4,pang_F0_4_VOT_6.wav,lab,lenis,19,6,pang,
26,young,7,pang_F0_7_VOT_2.wav,lab,tense,20,2,pang,
26,young,1,pang_F0_1_VOT_5.wav,lab,lenis,21,5,pang,
26,young,2,pang_F0_2_VOT_4.wav,lab,lenis,22,4,pang,
26,young,2,pang_F0_2_VOT_6.wav,lab,lenis,23,6,pang,
26,young,6,pang_F0_6_VOT_3.wav,lab,asp,24,3,pang,
26,young,1,pang_F0_1_VOT_6.wav,lab,lenis,25,6,pang,
26,young,6,pang_F0_6_VOT_5.wav,lab,asp,26,5,pang,
26,young,1,pang_F0_1_VOT_3.wav,lab,lenis,27,3,pang,
26,young,1,pang_F0_1_VOT_8.wav,lab,lenis,28,8,pang,
26,young,6,pang_F0_6_VOT_7.wav,lab,asp,29,7,pang,
26,young,6,pang_F0_6_VOT_6.wav,lab,asp,30,6,pang,
26,young,5,pang_F0_5_VOT_7.wav,lab,asp,31,7,pang,
26,young,6,pang_F0_6_VOT_8.wav,lab,asp,32,8,pang,
26,young,7,pang_F0_7_VOT_7.wav,lab,asp,33,7,pang,
26,young,5,pang_F0_5_VOT_1.wav,lab,tense,34,1,pang,
26,young,3,pang_F0_3_VOT_4.wav,lab,lenis,35,4,pang,
26,young,2,pang_F0_2_VOT_5.wav,lab,lenis,36,5,pang,
26,young,6,pang_F0_6_VOT_2.wav,lab,tense,37,2,pang,
26,young,8,pang_F0_8_VOT_2.wav,lab,tense,38,2,pang,
26,young,8,pang_F0_8_VOT_1.wav,lab,tense,39,1,pang,
26,young,3,pang_F0_3_VOT_8.wav,lab,asp,40,8,pang,
26,young,7,pang_F0_7_VOT_1.wav,lab,tense,41,1,pang,
26,young,1,pang_F0_1_VOT_7.wav,lab,lenis,42,7,pang,
26,young,2,pang_F0_2_VOT_3.wav,lab,lenis,43,3,pang,
26,young,5,pang_F0_5_VOT_5.wav,lab,asp,44,5,pang,
26,young,4,pang_F0_4_VOT_1.wav,lab,tense,45,1,pang,
26,young,3,pang_F0_3_VOT_1.wav,lab,tense,46,1,pang,
26,young,3,pang_F0_3_VOT_6.wav,lab,asp,47,6,pang,
26,young,7,pang_F0_7_VOT_5.wav,lab,asp,48,5,pang,
26,young,8,pang_F0_8_VOT_4.wav,lab,asp,49,4,pang,
26,young,2,pang_F0_2_VOT_2.wav,lab,lenis,50,2,pang,
26,young,5,pang_F0_5_VOT_6.wav,lab,asp,51,6,pang,
26,young,5,pang_F0_5_VOT_8.wav,lab,asp,52,8,pang,
26,young,8,pang_F0_8_VOT_7.wav,lab,asp,53,7,pang,
26,young,3,pang_F0_3_VOT_3.wav,lab,lenis,54,3,pang,
26,young,4,pang_F0_4_VOT_4.wav,lab,lenis,55,4,pang,
26,young,7,pang_F0_7_VOT_6.wav,lab,asp,56,6,pang,
26,young,5,pang_F0_5_VOT_2.wav,lab,tense,57,2,pang,
26,young,1,pang_F0_1_VOT_4.wav,lab,lenis,58,4,pang,
26,young,1,pang_F0_1_VOT_2.wav,lab,tense,59,2,pang,
26,young,4,pang_F0_4_VOT_3.wav,lab,tense,60,3,pang,
26,young,4,pang_F0_4_VOT_5.wav,lab,asp,61,5,pang,
26,young,4,pang_F0_4_VOT_8.wav,lab,asp,62,8,pang,
26,young,1,pang_F0_1_VOT_1.wav,lab,lenis,63,1,pang,
26,young,2,pang_F0_2_VOT_7.wav,lab,asp,64,7,pang,
26,young,7,pang_F0_7_VOT_3.wav,lab,tense,65,3,pang,
26,young,8,pang_F0_8_VOT_6.wav,lab,asp,66,6,pang,
26,young,7,pang_F0_7_VOT_8.wav,lab,asp,67,8,pang,
26,young,3,pang_F0_3_VOT_2.wav,lab,tense,68,2,pang,
26,young,5,pang_F0_5_VOT_4.wav,lab,asp,69,4,pang,
26,young,2,pang_F0_2_VOT_1.wav,lab,tense,70,1,pang,
26,young,3,pang_F0_3_VOT_7.wav,lab,asp,71,7,pang,
26,young,5,pang_F0_5_VOT_3.wav,lab,tense,72,3,pang,
26,young,4,pang_F0_4_VOT_7.wav,lab,asp,73,7,pang,
26,young,4,pang_F0_4_VOT_2.wav,lab,tense,74,2,pang,
26,young,6,pang_F0_6_VOT_1.wav,lab,tense,75,1,pang,
26,young,8,pang_F0_8_VOT_3.wav,lab,tense,76,3,pang,
26,young,2,pang_F0_2_VOT_8.wav,lab,asp,77,8,pang,
26,young,7,pang_F0_7_VOT_4.wav,lab,asp,78,4,pang,
26,young,8,pang_F0_8_VOT_5.wav,lab,asp,79,5,pang,
26,young,3,pang_F0_3_VOT_5.wav,lab,lenis,80,5,pang,
26,young,8,pang_F0_8_VOT_3.wav,lab,tense,82,3,pang,
26,young,3,pang_F0_3_VOT_4.wav,lab,asp,83,4,pang,
26,young,2,pang_F0_2_VOT_4.wav,lab,lenis,84,4,pang,
26,young,8,pang_F0_8_VOT_8.wav,lab,asp,85,8,pang,
26,young,4,pang_F0_4_VOT_2.wav,lab,tense,86,2,pang,
26,young,3,pang_F0_3_VOT_3.wav,lab,lenis,87,3,pang,
26,young,4,pang_F0_4_VOT_7.wav,lab,asp,88,7,pang,
26,young,4,pang_F0_4_VOT_1.wav,lab,tense,89,1,pang,
26,young,2,pang_F0_2_VOT_2.wav,lab,tense,90,2,pang,
26,young,3,pang_F0_3_VOT_8.wav,lab,asp,91,8,pang,
26,young,6,pang_F0_6_VOT_5.wav,lab,asp,92,5,pang,
26,young,6,pang_F0_6_VOT_8.wav,lab,asp,93,8,pang,
26,young,4,pang_F0_4_VOT_8.wav,lab,asp,94,8,pang,
26,young,2,pang_F0_2_VOT_6.wav,lab,lenis,95,6,pang,
26,young,3,pang_F0_3_VOT_6.wav,lab,asp,96,6,pang,
26,young,3,pang_F0_3_VOT_7.wav,lab,asp,97,7,pang,
26,young,1,pang_F0_1_VOT_5.wav,lab,lenis,98,5,pang,
26,young,8,pang_F0_8_VOT_6.wav,lab,asp,99,6,pang,
26,young,1,pang_F0_1_VOT_2.wav,lab,tense,100,2,pang,
26,young,8,pang_F0_8_VOT_2.wav,lab,tense,101,2,pang,
26,young,1,pang_F0_1_VOT_3.wav,lab,lenis,102,3,pang,
26,young,5,pang_F0_5_VOT_6.wav,lab,asp,103,6,pang,
26,young,5,pang_F0_5_VOT_7.wav,lab,asp,104,7,pang,
26,young,8,pang_F0_8_VOT_7.wav,lab,asp,105,7,pang,
26,young,6,pang_F0_6_VOT_4.wav,lab,asp,106,4,pang,
26,young,8,pang_F0_8_VOT_1.wav,lab,tense,107,1,pang,
26,young,4,pang_F0_4_VOT_3.wav,lab,tense,108,3,pang,
26,young,3,pang_F0_3_VOT_2.wav,lab,tense,109,2,pang,
26,young,3,pang_F0_3_VOT_1.wav,lab,tense,110,1,pang,
26,young,7,pang_F0_7_VOT_1.wav,lab,tense,111,1,pang,
26,young,6,pang_F0_6_VOT_6.wav,lab,asp,112,6,pang,
26,young,6,pang_F0_6_VOT_3.wav,lab,asp,113,3,pang,
26,young,5,pang_F0_5_VOT_1.wav,lab,tense,114,1,pang,
26,young,2,pang_F0_2_VOT_3.wav,lab,lenis,115,3,pang,
26,young,6,pang_F0_6_VOT_1.wav,lab,tense,116,1,pang,
26,young,7,pang_F0_7_VOT_8.wav,lab,asp,117,8,pang,
26,young,7,pang_F0_7_VOT_7.wav,lab,asp,118,7,pang,
26,young,2,pang_F0_2_VOT_7.wav,lab,asp,119,7,pang,
26,young,7,pang_F0_7_VOT_5.wav,lab,asp,120,5,pang,
26,young,1,pang_F0_1_VOT_8.wav,lab,lenis,121,8,pang,
26,young,7,pang_F0_7_VOT_4.wav,lab,asp,122,4,pang,
26,young,2,pang_F0_2_VOT_5.wav,lab,lenis,123,5,pang,
26,young,7,pang_F0_7_VOT_6.wav,lab,asp,124,6,pang,
26,young,8,pang_F0_8_VOT_5.wav,lab,asp,125,5,pang,
26,young,5,pang_F0_5_VOT_5.wav,lab,asp,126,5,pang,
26,young,1,pang_F0_1_VOT_6.wav,lab,lenis,127,6,pang,
26,young,5,pang_F0_5_VOT_3.wav,lab,asp,128,3,pang,
26,young,2,pang_F0_2_VOT_1.wav,lab,lenis,129,1,pang,
26,young,7,pang_F0_7_VOT_2.wav,lab,tense,130,2,pang,
26,young,1,pang_F0_1_VOT_4.wav,lab,lenis,131,4,pang,
26,young,5,pang_F0_5_VOT_8.wav,lab,asp,132,8,pang,
26,young,6,pang_F0_6_VOT_7.wav,lab,asp,133,7,pang,
26,young,4,pang_F0_4_VOT_6.wav,lab,asp,134,6,pang,
26,young,1,pang_F0_1_VOT_7.wav,lab,lenis,135,7,pang,
26,young,2,pang_F0_2_VOT_8.wav,lab,asp,136,8,pang,
26,young,5,pang_F0_5_VOT_2.wav,lab,tense,137,2,pang,
26,young,6,pang_F0_6_VOT_2.wav,lab,tense,138,2,pang,
26,young,1,pang_F0_1_VOT_1.wav,lab,tense,139,1,pang,
26,young,4,pang_F0_4_VOT_4.wav,lab,asp,140,4,pang,
26,young,3,pang_F0_3_VOT_5.wav,lab,asp,141,5,pang,
26,young,5,pang_F0_5_VOT_4.wav,lab,asp,142,4,pang,
26,young,7,pang_F0_7_VOT_3.wav,lab,tense,143,3,pang,
26,young,8,pang_F0_8_VOT_4.wav,lab,asp,144,4,pang,
26,young,4,pang_F0_4_VOT_5.wav,lab,asp,145,5,pang,
26,young,6,pang_F0_6_VOT_3.wav,lab,asp,147,3,pang,
26,young,4,pang_F0_4_VOT_2.wav,lab,tense,148,2,pang,
26,young,8,pang_F0_8_VOT_5.wav,lab,asp,149,5,pang,
26,young,3,pang_F0_3_VOT_1.wav,lab,tense,150,1,pang,
26,young,7,pang_F0_7_VOT_3.wav,lab,asp,151,3,pang,
26,young,3,pang_F0_3_VOT_8.wav,lab,asp,152,8,pang,
26,young,5,pang_F0_5_VOT_4.wav,lab,asp,153,4,pang,
26,young,4,pang_F0_4_VOT_5.wav,lab,asp,154,5,pang,
26,young,1,pang_F0_1_VOT_6.wav,lab,lenis,155,6,pang,
26,young,5,pang_F0_5_VOT_3.wav,lab,tense,156,3,pang,
26,young,3,pang_F0_3_VOT_6.wav,lab,asp,157,6,pang,
26,young,1,pang_F0_1_VOT_7.wav,lab,lenis,158,7,pang,
26,young,5,pang_F0_5_VOT_6.wav,lab,asp,159,6,pang,
26,young,5,pang_F0_5_VOT_7.wav,lab,asp,160,7,pang,
26,young,1,pang_F0_1_VOT_1.wav,lab,tense,161,1,pang,
26,young,8,pang_F0_8_VOT_7.wav,lab,asp,162,7,pang,
26,young,4,pang_F0_4_VOT_8.wav,lab,asp,163,8,pang,
26,young,2,pang_F0_2_VOT_6.wav,lab,asp,164,6,pang,
26,young,1,pang_F0_1_VOT_8.wav,lab,asp,165,8,pang,
26,young,5,pang_F0_5_VOT_8.wav,lab,asp,166,8,pang,
26,young,2,pang_F0_2_VOT_4.wav,lab,lenis,167,4,pang,
26,young,8,pang_F0_8_VOT_2.wav,lab,tense,168,2,pang,
26,young,8,pang_F0_8_VOT_3.wav,lab,tense,169,3,pang,
26,young,2,pang_F0_2_VOT_7.wav,lab,lenis,170,7,pang,
26,young,1,pang_F0_1_VOT_2.wav,lab,lenis,171,2,pang,
26,young,1,pang_F0_1_VOT_5.wav,lab,lenis,172,5,pang,
26,young,6,pang_F0_6_VOT_5.wav,lab,asp,173,5,pang,
26,young,4,pang_F0_4_VOT_7.wav,lab,asp,174,7,pang,
26,young,1,pang_F0_1_VOT_3.wav,lab,lenis,175,3,pang,
26,young,2,pang_F0_2_VOT_3.wav,lab,lenis,176,3,pang,
26,young,8,pang_F0_8_VOT_6.wav,lab,asp,177,6,pang,
26,young,5,pang_F0_5_VOT_5.wav,lab,asp,178,5,pang,
26,young,8,pang_F0_8_VOT_4.wav,lab,asp,179,4,pang,
26,young,6,pang_F0_6_VOT_6.wav,lab,asp,180,6,pang,
26,young,4,pang_F0_4_VOT_6.wav,lab,asp,181,6,pang,
26,young,3,pang_F0_3_VOT_5.wav,lab,asp,182,5,pang,
26,young,5,pang_F0_5_VOT_2.wav,lab,tense,183,2,pang,
26,young,6,pang_F0_6_VOT_4.wav,lab,asp,184,4,pang,
26,young,4,pang_F0_4_VOT_1.wav,lab,lenis,185,1,pang,
26,young,7,pang_F0_7_VOT_4.wav,lab,asp,186,4,pang,
26,young,2,pang_F0_2_VOT_5.wav,lab,lenis,187,5,pang,
26,young,7,pang_F0_7_VOT_7.wav,lab,asp,188,7,pang,
26,young,4,pang_F0_4_VOT_3.wav,lab,lenis,189,3,pang,
26,young,1,pang_F0_1_VOT_4.wav,lab,lenis,190,4,pang,
26,young,2,pang_F0_2_VOT_1.wav,lab,tense,191,1,pang,
26,young,2,pang_F0_2_VOT_8.wav,lab,asp,192,8,pang,
26,young,3,pang_F0_3_VOT_3.wav,lab,lenis,193,3,pang,
26,young,4,pang_F0_4_VOT_4.wav,lab,asp,194,4,pang,
26,young,6,pang_F0_6_VOT_7.wav,lab,asp,195,7,pang,
26,young,5,pang_F0_5_VOT_1.wav,lab,tense,196,1,pang,
26,young,8,pang_F0_8_VOT_1.wav,lab,tense,197,1,pang,
26,young,7,pang_F0_7_VOT_6.wav,lab,asp,198,6,pang,
26,young,3,pang_F0_3_VOT_2.wav,lab,lenis,199,2,pang,
26,young,3,pang_F0_3_VOT_7.wav,lab,asp,200,7,pang,
26,young,6,pang_F0_6_VOT_2.wav,lab,tense,201,2,pang,
26,young,6,pang_F0_6_VOT_8.wav,lab,asp,202,8,pang,
26,young,7,pang_F0_7_VOT_8.wav,lab,asp,203,8,pang,
26,young,8,pang_F0_8_VOT_8.wav,lab,asp,204,8,pang,
26,young,7,pang_F0_7_VOT_1.wav,lab,tense,205,1,pang,
26,young,6,pang_F0_6_VOT_1.wav,lab,tense,206,1,pang,
26,young,7,pang_F0_7_VOT_2.wav,lab,tense,207,2,pang,
26,young,7,pang_F0_7_VOT_5.wav,lab,asp,208,5,pang,
26,young,2,pang_F0_2_VOT_2.wav,lab,lenis,209,2,pang,
26,young,3,pang_F0_3_VOT_4.wav,lab,asp,210,4,pang,
19,young,,check,,false,2,,check1,
19,young,,check,,true,2,,check1,
19,young,,check,,true,3,,check2,
19,young,,check,,true,4,,check3,
19,young,2,practice,lab,lenis,6,2,pang,
19,young,3,practice,lab,lenis,7,8,pang,
19,young,8,practice,lab,tense,8,3,pang,
19,young,8,practice,lab,asp,9,8,pang,
19,young,7,practice,lab,tense,10,2,pang,
19,young,4,practice,lab,asp,11,8,pang,
19,young,4,practice,lab,tense,12,2,pang,
19,young,3,practice,lab,lenis,13,4,pang,
19,young,2,practice,lab,lenis,14,3,pang,
19,young,5,practice,lab,tense,15,3,pang,
19,young,8,pang_F0_8_VOT_1.wav,lab,tense,17,1,pang,
19,young,7,pang_F0_7_VOT_3.wav,lab,tense,18,3,pang,
19,young,3,pang_F0_3_VOT_2.wav,lab,lenis,19,2,pang,
19,young,7,pang_F0_7_VOT_7.wav,lab,asp,20,7,pang,
19,young,8,pang_F0_8_VOT_4.wav,lab,asp,21,4,pang,
19,young,1,pang_F0_1_VOT_1.wav,lab,lenis,22,1,pang,
19,young,6,pang_F0_6_VOT_6.wav,lab,asp,23,6,pang,
19,young,1,pang_F0_1_VOT_6.wav,lab,lenis,24,6,pang,
19,young,2,pang_F0_2_VOT_3.wav,lab,tense,25,3,pang,
19,young,4,pang_F0_4_VOT_7.wav,lab,asp,26,7,pang,
19,young,4,pang_F0_4_VOT_4.wav,lab,asp,27,4,pang,
19,young,2,pang_F0_2_VOT_8.wav,lab,lenis,28,8,pang,
19,young,4,pang_F0_4_VOT_8.wav,lab,asp,29,8,pang,
19,young,5,pang_F0_5_VOT_1.wav,lab,tense,30,1,pang,
19,young,6,pang_F0_6_VOT_8.wav,lab,asp,31,8,pang,
19,young,5,pang_F0_5_VOT_8.wav,lab,asp,32,8,pang,
19,young,3,pang_F0_3_VOT_8.wav,lab,lenis,33,8,pang,
19,young,1,pang_F0_1_VOT_2.wav,lab,lenis,34,2,pang,
19,young,8,pang_F0_8_VOT_6.wav,lab,asp,35,6,pang,
19,young,5,pang_F0_5_VOT_2.wav,lab,tense,36,2,pang,
19,young,5,pang_F0_5_VOT_3.wav,lab,tense,37,3,pang,
19,young,6,pang_F0_6_VOT_7.wav,lab,asp,38,7,pang,
19,young,7,pang_F0_7_VOT_1.wav,lab,tense,39,1,pang,
19,young,3,pang_F0_3_VOT_4.wav,lab,lenis,40,4,pang,
19,young,7,pang_F0_7_VOT_2.wav,lab,tense,41,2,pang,
19,young,6,pang_F0_6_VOT_5.wav,lab,asp,42,5,pang,
19,young,1,pang_F0_1_VOT_3.wav,lab,lenis,43,3,pang,
19,young,7,pang_F0_7_VOT_5.wav,lab,asp,44,5,pang,
19,young,1,pang_F0_1_VOT_8.wav,lab,lenis,45,8,pang,
19,young,1,pang_F0_1_VOT_5.wav,lab,lenis,46,5,pang,
19,young,7,pang_F0_7_VOT_8.wav,lab,asp,47,8,pang,
19,young,3,pang_F0_3_VOT_7.wav,lab,lenis,48,7,pang,
19,young,5,pang_F0_5_VOT_4.wav,lab,asp,49,4,pang,
19,young,1,pang_F0_1_VOT_4.wav,lab,lenis,50,4,pang,
19,young,4,pang_F0_4_VOT_5.wav,lab,lenis,51,5,pang,
19,young,3,pang_F0_3_VOT_6.wav,lab,asp,52,6,pang,
19,young,8,pang_F0_8_VOT_7.wav,lab,asp,53,7,pang,
19,young,3,pang_F0_3_VOT_3.wav,lab,lenis,54,3,pang,
19,young,6,pang_F0_6_VOT_1.wav,lab,tense,55,1,pang,
19,young,4,pang_F0_4_VOT_3.wav,lab,lenis,56,3,pang,
19,young,6,pang_F0_6_VOT_4.wav,lab,asp,57,4,pang,
19,young,7,pang_F0_7_VOT_4.wav,lab,asp,58,4,pang,
19,young,4,pang_F0_4_VOT_1.wav,lab,tense,59,1,pang,
19,young,7,pang_F0_7_VOT_6.wav,lab,asp,60,6,pang,
19,young,8,pang_F0_8_VOT_2.wav,lab,tense,61,2,pang,
19,young,4,pang_F0_4_VOT_2.wav,lab,lenis,62,2,pang,
19,young,8,pang_F0_8_VOT_8.wav,lab,asp,63,8,pang,
