workerid,proliferate.condition,f0,id,poa,response,slide_number_in_experiment,vot,word,error
6,young,8,pang_F0_8_VOT_8.wav,lab,asp,137,8,pang,
6,young,5,pang_F0_5_VOT_5.wav,lab,asp,138,5,pang,
6,young,7,pang_F0_7_VOT_3.wav,lab,tense,139,3,pang,
6,young,5,pang_F0_5_VOT_4.wav,lab,asp,140,4,pang,
6,young,7,pang_F0_7_VOT_2.wav,lab,tense,141,2,pang,
6,young,1,pang_F0_1_VOT_1.wav,lab,lenis,142,1,pang,
6,young,8,pang_F0_8_VOT_6.wav,lab,asp,143,6,pang,
6,young,3,pang_F0_3_VOT_4.wav,lab,lenis,144,4,pang,
6,young,6,pang_F0_6_VOT_2.wav,lab,tense,145,2,pang,
6,young,2,pang_F0_2_VOT_8.wav,lab,lenis,147,8,pang,
6,young,7,pang_F0_7_VOT_7.wav,lab,asp,148,7,pang,
6,young,5,pang_F0_5_VOT_2.wav,lab,tense,149,2,pang,
6,young,6,pang_F0_6_VOT_7.wav,lab,asp,150,7,pang,
6,young,7,pang_F0_7_VOT_3.wav,lab,tense,151,3,pang,
6,young,5,pang_F0_5_VOT_8.wav,lab,asp,152,8,pang,
6,young,1,pang_F0_1_VOT_8.wav,lab,lenis,153,8,pang,
6,young,2,pang_F0_2_VOT_6.wav,lab,lenis,154,6,pang,
6,young,4,pang_F0_4_VOT_3.wav,lab,tense,155,3,pang,
6,young,3,pang_F0_3_VOT_2.wav,lab,tense,156,2,pang,
6,young,5,pang_F0_5_VOT_7.wav,lab,asp,157,7,pang,
6,young,2,pang_F0_2_VOT_1.wav,lab,tense,158,1,pang,
6,young,7,pang_F0_7_VOT_8.wav,lab,asp,159,8,pang,
6,young,1,pang_F0_1_VOT_5.wav,lab,lenis,160,5,pang,
6,young,1,pang_F0_1_VOT_6.wav,lab,lenis,161,6,pang,
6,young,2,pang_F0_2_VOT_2.wav,lab,tense,162,2,pang,
6,young,5,pang_F0_5_VOT_3.wav,lab,tense,163,3,pang,
6,young,2,pang_F0_2_VOT_5.wav,lab,lenis,164,5,pang,
6,young,8,pang_F0_8_VOT_8.wav,lab,asp,165,8,pang,
6,young,8,pang_F0_8_VOT_1.wav,lab,tense,166,1,pang,
6,young,4,pang_F0_4_VOT_1.wav,lab,tense,167,1,pang,
6,young,3,pang_F0_3_VOT_3.wav,lab,lenis,168,3,pang,
6,young,2,pang_F0_2_VOT_7.wav,lab,lenis,169,7,pang,
6,young,7,pang_F0_7_VOT_6.wav,lab,asp,170,6,pang,
6,young,4,pang_F0_4_VOT_7.wav,lab,asp,171,7,pang,
6,young,6,pang_F0_6_VOT_3.wav,lab,tense,172,3,pang,
6,young,1,pang_F0_1_VOT_7.wav,lab,lenis,173,7,pang,
6,young,1,pang_F0_1_VOT_2.wav,lab,lenis,174,2,pang,
6,young,3,pang_F0_3_VOT_6.wav,lab,asp,175,6,pang,
6,young,4,pang_F0_4_VOT_4.wav,lab,asp,176,4,pang,
6,young,5,pang_F0_5_VOT_4.wav,lab,asp,177,4,pang,
6,young,3,pang_F0_3_VOT_8.wav,lab,asp,178,8,pang,
6,young,7,pang_F0_7_VOT_5.wav,lab,asp,179,5,pang,
6,young,8,pang_F0_8_VOT_6.wav,lab,asp,180,6,pang,
6,young,4,pang_F0_4_VOT_8.wav,lab,asp,181,8,pang,
6,young,8,pang_F0_8_VOT_5.wav,lab,asp,182,5,pang,
6,young,1,pang_F0_1_VOT_4.wav,lab,lenis,183,4,pang,
6,young,7,pang_F0_7_VOT_4.wav,lab,tense,184,4,pang,
6,young,1,pang_F0_1_VOT_3.wav,lab,lenis,185,3,pang,
6,young,3,pang_F0_3_VOT_5.wav,lab,asp,186,5,pang,
6,young,6,pang_F0_6_VOT_8.wav,lab,asp,187,8,pang,
6,young,3,pang_F0_3_VOT_7.wav,lab,lenis,188,7,pang,
6,young,7,pang_F0_7_VOT_1.wav,lab,tense,189,1,pang,
6,young,2,pang_F0_2_VOT_3.wav,lab,lenis,190,3,pang,
6,young,1,pang_F0_1_VOT_1.wav,lab,lenis,191,1,pang,
6,young,5,pang_F0_5_VOT_1.wav,lab,tense,192,1,pang,
6,young,4,pang_F0_4_VOT_6.wav,lab,asp,193,6,pang,
6,young,6,pang_F0_6_VOT_4.wav,lab,asp,194,4,pang,
6,young,3,pang_F0_3_VOT_1.wav,lab,tense,195,1,pang,
6,young,6,pang_F0_6_VOT_2.wav,lab,tense,196,2,pang,
6,young,4,pang_F0_4_VOT_2.wav,lab,tense,197,2,pang,
6,young,4,pang_F0_4_VOT_5.wav,lab,lenis,198,5,pang,
6,young,5,pang_F0_5_VOT_6.wav,lab,asp,199,6,pang,
6,young,7,pang_F0_7_VOT_2.wav,lab,tense,200,2,pang,
6,young,8,pang_F0_8_VOT_4.wav,lab,tense,201,4,pang,
6,young,6,pang_F0_6_VOT_6.wav,lab,asp,202,6,pang,
6,young,6,pang_F0_6_VOT_1.wav,lab,tense,203,1,pang,
6,young,8,pang_F0_8_VOT_3.wav,lab,tense,204,3,pang,
6,young,6,pang_F0_6_VOT_5.wav,lab,asp,205,5,pang,
6,young,2,pang_F0_2_VOT_4.wav,lab,lenis,206,4,pang,
6,young,5,pang_F0_5_VOT_5.wav,lab,tense,207,5,pang,
6,young,3,pang_F0_3_VOT_4.wav,lab,lenis,208,4,pang,
6,young,8,pang_F0_8_VOT_7.wav,lab,asp,209,7,pang,
6,young,8,pang_F0_8_VOT_2.wav,lab,tense,210,2,pang,
16,young,,check,,true,2,,check1,
16,young,,check,,true,3,,check2,
16,young,,check,,true,4,,check3,
16,young,2,practice,lab,tense,6,2,pang,
16,young,3,practice,lab,asp,7,8,pang,
16,young,8,practice,lab,tense,8,3,pang,
16,young,8,practice,lab,asp,9,8,pang,
16,young,7,practice,lab,tense,10,2,pang,
16,young,4,practice,lab,asp,11,8,pang,
16,young,4,practice,lab,tense,12,2,pang,
16,young,3,practice,lab,lenis,13,4,pang,
16,young,2,practice,lab,lenis,14,3,pang,
16,young,5,practice,lab,tense,15,3,pang,
16,young,6,pang_F0_6_VOT_2.wav,lab,tense,17,2,pang,
16,young,8,pang_F0_8_VOT_7.wav,lab,asp,18,7,pang,
16,young,4,pang_F0_4_VOT_7.wav,lab,lenis,19,7,pang,
16,young,4,pang_F0_4_VOT_5.wav,lab,asp,20,5,pang,
16,young,1,pang_F0_1_VOT_2.wav,lab,tense,21,2,pang,
16,young,7,pang_F0_7_VOT_5.wav,lab,asp,22,5,pang,
16,young,1,pang_F0_1_VOT_1.wav,lab,tense,23,1,pang,
16,young,1,pang_F0_1_VOT_7.wav,lab,lenis,24,7,pang,
16,young,8,pang_F0_8_VOT_6.wav,lab,asp,25,6,pang,
16,young,2,pang_F0_2_VOT_8.wav,lab,asp,26,8,pang,
16,young,5,pang_F0_5_VOT_2.wav,lab,tense,27,2,pang,
16,young,6,pang_F0_6_VOT_4.wav,lab,asp,28,4,pang,
16,young,4,pang_F0_4_VOT_8.wav,lab,asp,29,8,pang,
16,young,5,pang_F0_5_VOT_4.wav,lab,asp,30,4,pang,
16,young,6,pang_F0_6_VOT_7.wav,lab,asp,31,7,pang,
16,young,2,pang_F0_2_VOT_5.wav,lab,lenis,32,5,pang,
16,young,3,pang_F0_3_VOT_7.wav,lab,lenis,33,7,pang,
16,young,1,pang_F0_1_VOT_8.wav,lab,asp,34,8,pang,
16,young,5,pang_F0_5_VOT_5.wav,lab,asp,35,5,pang,
16,young,8,pang_F0_8_VOT_3.wav,lab,tense,36,3,pang,
16,young,2,pang_F0_2_VOT_2.wav,lab,tense,37,2,pang,
16,young,5,pang_F0_5_VOT_6.wav,lab,asp,38,6,pang,
16,young,7,pang_F0_7_VOT_1.wav,lab,tense,39,1,pang,
16,young,7,pang_F0_7_VOT_3.wav,lab,asp,40,3,pang,
16,young,8,pang_F0_8_VOT_5.wav,lab,asp,41,5,pang,
16,young,7,pang_F0_7_VOT_6.wav,lab,asp,42,6,pang,
16,young,5,pang_F0_5_VOT_1.wav,lab,tense,43,1,pang,
16,young,4,pang_F0_4_VOT_2.wav,lab,tense,44,2,pang,
16,young,6,pang_F0_6_VOT_5.wav,lab,asp,45,5,pang,
16,young,1,pang_F0_1_VOT_5.wav,lab,lenis,46,5,pang,
16,young,8,pang_F0_8_VOT_8.wav,lab,asp,47,8,pang,
16,young,3,pang_F0_3_VOT_2.wav,lab,tense,48,2,pang,
16,young,3,pang_F0_3_VOT_3.wav,lab,tense,49,3,pang,
16,young,6,pang_F0_6_VOT_1.wav,lab,tense,50,1,pang,
16,young,3,pang_F0_3_VOT_1.wav,lab,tense,51,1,pang,
16,young,5,pang_F0_5_VOT_3.wav,lab,tense,52,3,pang,
16,young,3,pang_F0_3_VOT_4.wav,lab,asp,53,4,pang,
16,young,8,pang_F0_8_VOT_4.wav,lab,asp,54,4,pang,
16,young,8,pang_F0_8_VOT_2.wav,lab,tense,55,2,pang,
16,young,6,pang_F0_6_VOT_3.wav,lab,tense,56,3,pang,
16,young,4,pang_F0_4_VOT_6.wav,lab,asp,57,6,pang,
16,young,3,pang_F0_3_VOT_5.wav,lab,asp,58,5,pang,
16,young,1,pang_F0_1_VOT_3.wav,lab,tense,59,3,pang,
16,young,2,pang_F0_2_VOT_3.wav,lab,tense,60,3,pang,
16,young,1,pang_F0_1_VOT_4.wav,lab,lenis,61,4,pang,
16,young,7,pang_F0_7_VOT_4.wav,lab,asp,62,4,pang,
16,young,5,pang_F0_5_VOT_8.wav,lab,asp,63,8,pang,
16,young,6,pang_F0_6_VOT_8.wav,lab,asp,64,8,pang,
16,young,4,pang_F0_4_VOT_1.wav,lab,tense,65,1,pang,
16,young,6,pang_F0_6_VOT_6.wav,lab,asp,66,6,pang,
16,young,7,pang_F0_7_VOT_8.wav,lab,asp,67,8,pang,
16,young,7,pang_F0_7_VOT_7.wav,lab,asp,68,7,pang,
16,young,8,pang_F0_8_VOT_1.wav,lab,tense,69,1,pang,
16,young,1,pang_F0_1_VOT_6.wav,lab,lenis,70,6,pang,
16,young,2,pang_F0_2_VOT_4.wav,lab,lenis,71,4,pang,
16,young,3,pang_F0_3_VOT_8.wav,lab,asp,72,8,pang,
16,young,2,pang_F0_2_VOT_1.wav,lab,tense,73,1,pang,
16,young,5,pang_F0_5_VOT_7.wav,lab,asp,74,7,pang,
16,young,4,pang_F0_4_VOT_3.wav,lab,tense,75,3,pang,
16,young,2,pang_F0_2_VOT_6.wav,lab,lenis,76,6,pang,
16,young,7,pang_F0_7_VOT_2.wav,lab,asp,77,2,pang,
16,young,4,pang_F0_4_VOT_4.wav,lab,tense,78,4,pang,
16,young,3,pang_F0_3_VOT_6.wav,lab,asp,79,6,pang,
16,young,2,pang_F0_2_VOT_7.wav,lab,asp,80,7,pang,
16,young,2,pang_F0_2_VOT_5.wav,lab,lenis,82,5,pang,
16,young,6,pang_F0_6_VOT_6.wav,lab,asp,83,6,pang,
16,young,5,pang_F0_5_VOT_8.wav,lab,asp,84,8,pang,
16,young,4,pang_F0_4_VOT_7.wav,lab,asp,85,7,pang,
16,young,6,pang_F0_6_VOT_1.wav,lab,tense,86,1,pang,
16,young,3,pang_F0_3_VOT_2.wav,lab,tense,87,2,pang,
16,young,2,pang_F0_2_VOT_6.wav,lab,asp,88,6,pang,
16,young,3,pang_F0_3_VOT_7.wav,lab,asp,89,7,pang,
16,young,7,pang_F0_7_VOT_2.wav,lab,tense,90,2,pang,
16,young,1,pang_F0_1_VOT_5.wav,lab,lenis,91,5,pang,
16,young,4,pang_F0_4_VOT_3.wav,lab,tense,92,3,pang,
16,young,4,pang_F0_4_VOT_6.wav,lab,asp,93,6,pang,
16,young,8,pang_F0_8_VOT_3.wav,lab,tense,94,3,pang,
16,young,2,pang_F0_2_VOT_3.wav,lab,lenis,95,3,pang,
16,young,7,pang_F0_7_VOT_1.wav,lab,tense,96,1,pang,
16,young,3,pang_F0_3_VOT_1.wav,lab,tense,97,1,pang,
16,young,5,pang_F0_5_VOT_1.wav,lab,tense,98,1,pang,
16,young,1,pang_F0_1_VOT_1.wav,lab,lenis,99,1,pang,
16,young,4,pang_F0_4_VOT_5.wav,lab,asp,100,5,pang,
16,young,7,pang_F0_7_VOT_4.wav,lab,asp,101,4,pang,
16,young,2,pang_F0_2_VOT_7.wav,lab,asp,102,7,pang,
16,young,2,pang_F0_2_VOT_4.wav,lab,asp,103,4,pang,
16,young,1,pang_F0_1_VOT_4.wav,lab,lenis,104,4,pang,
16,young,5,pang_F0_5_VOT_2.wav,lab,tense,105,2,pang,
16,young,1,pang_F0_1_VOT_7.wav,lab,asp,106,7,pang,
16,young,5,pang_F0_5_VOT_7.wav,lab,asp,107,7,pang,
16,young,1,pang_F0_1_VOT_3.wav,lab,tense,108,3,pang,
16,young,8,pang_F0_8_VOT_7.wav,lab,asp,109,7,pang,
16,young,6,pang_F0_6_VOT_7.wav,lab,asp,110,7,pang,
16,young,3,pang_F0_3_VOT_5.wav,lab,asp,111,5,pang,
16,young,4,pang_F0_4_VOT_4.wav,lab,asp,112,4,pang,
16,young,3,pang_F0_3_VOT_4.wav,lab,asp,113,4,pang,
16,young,8,pang_F0_8_VOT_1.wav,lab,tense,114,1,pang,
16,young,4,pang_F0_4_VOT_8.wav,lab,asp,115,8,pang,
16,young,2,pang_F0_2_VOT_1.wav,lab,tense,116,1,pang,
16,young,4,pang_F0_4_VOT_1.wav,lab,tense,117,1,pang,
16,young,3,pang_F0_3_VOT_8.wav,lab,asp,118,8,pang,
16,young,8,pang_F0_8_VOT_2.wav,lab,tense,119,2,pang,
16,young,1,pang_F0_1_VOT_6.wav,lab,asp,120,6,pang,
16,young,4,pang_F0_4_VOT_2.wav,lab,tense,121,2,pang,
16,young,2,pang_F0_2_VOT_8.wav,lab,asp,122,8,pang,
16,young,8,pang_F0_8_VOT_4.wav,lab,tense,123,4,pang,
16,young,2,pang_F0_2_VOT_2.wav,lab,tense,124,2,pang,
16,young,3,pang_F0_3_VOT_3.wav,lab,tense,125,3,pang,
16,young,5,pang_F0_5_VOT_6.wav,lab,asp,126,6,pang,
16,young,7,pang_F0_7_VOT_7.wav,lab,asp,127,7,pang,
16,young,7,pang_F0_7_VOT_6.wav,lab,asp,128,6,pang,
16,young,7,pang_F0_7_VOT_3.wav,lab,tense,129,3,pang,
16,young,1,pang_F0_1_VOT_2.wav,lab,tense,130,2,pang,
16,young,3,pang_F0_3_VOT_6.wav,lab,asp,131,6,pang,
16,young,6,pang_F0_6_VOT_4.wav,lab,asp,132,4,pang,
16,young,8,pang_F0_8_VOT_5.wav,lab,asp,133,5,pang,
16,young,6,pang_F0_6_VOT_8.wav,lab,asp,134,8,pang,
16,young,7,pang_F0_7_VOT_8.wav,lab,asp,135,8,pang,
16,young,7,pang_F0_7_VOT_5.wav,lab,asp,136,5,pang,
16,young,6,pang_F0_6_VOT_5.wav,lab,asp,137,5,pang,
16,young,1,pang_F0_1_VOT_8.wav,lab,asp,138,8,pang,
16,young,5,pang_F0_5_VOT_5.wav,lab,asp,139,5,pang,
16,young,5,pang_F0_5_VOT_3.wav,lab,tense,140,3,pang,
16,young,8,pang_F0_8_VOT_8.wav,lab,asp,141,8,pang,
16,young,6,pang_F0_6_VOT_3.wav,lab,tense,142,3,pang,
16,young,6,pang_F0_6_VOT_2.wav,lab,tense,143,2,pang,
16,young,5,pang_F0_5_VOT_4.wav,lab,tense,144,4,pang,
16,young,8,pang_F0_8_VOT_6.wav,lab,asp,145,6,pang,
16,young,8,pang_F0_8_VOT_1.wav,lab,tense,147,1,pang,
16,young,5,pang_F0_5_VOT_7.wav,lab,tense,148,7,pang,
16,young,1,pang_F0_1_VOT_4.wav,lab,tense,149,4,pang,
16,young,7,pang_F0_7_VOT_1.wav,lab,tense,150,1,pang,
16,young,2,pang_F0_2_VOT_5.wav,lab,tense,151,5,pang,
16,young,4,pang_F0_4_VOT_6.wav,lab,tense,152,6,pang,
16,young,2,pang_F0_2_VOT_2.wav,lab,tense,153,2,pang,
16,young,3,pang_F0_3_VOT_8.wav,lab,asp,154,8,pang,
16,young,1,pang_F0_1_VOT_8.wav,lab,asp,155,8,pang,
16,young,8,pang_F0_8_VOT_8.wav,lab,asp,156,8,pang,
16,young,4,pang_F0_4_VOT_3.wav,lab,tense,157,3,pang,
16,young,8,pang_F0_8_VOT_5.wav,lab,tense,158,5,pang,
16,young,1,pang_F0_1_VOT_7.wav,lab,lenis,159,7,pang,
16,young,7,pang_F0_7_VOT_4.wav,lab,asp,160,4,pang,
16,young,7,pang_F0_7_VOT_6.wav,lab,asp,161,6,pang,
16,young,5,pang_F0_5_VOT_3.wav,lab,tense,162,3,pang,
16,young,8,pang_F0_8_VOT_3.wav,lab,tense,163,3,pang,
16,young,4,pang_F0_4_VOT_5.wav,lab,tense,164,5,pang,
16,young,8,pang_F0_8_VOT_6.wav,lab,asp,165,6,pang,
16,young,6,pang_F0_6_VOT_8.wav,lab,asp,166,8,pang,
16,young,7,pang_F0_7_VOT_2.wav,lab,tense,167,2,pang,
16,young,3,pang_F0_3_VOT_4.wav,lab,asp,168,4,pang,
16,young,3,pang_F0_3_VOT_2.wav,lab,tense,169,2,pang,
16,young,6,pang_F0_6_VOT_6.wav,lab,asp,170,6,pang,
16,young,1,pang_F0_1_VOT_1.wav,lab,lenis,171,1,pang,
16,young,6,pang_F0_6_VOT_4.wav,lab,tense,172,4,pang,
16,young,5,pang_F0_5_VOT_1.wav,lab,tense,173,1,pang,
16,young,5,pang_F0_5_VOT_5.wav,lab,asp,174,5,pang,
16,young,1,pang_F0_1_VOT_2.wav,lab,tense,175,2,pang,
16,young,3,pang_F0_3_VOT_3.wav,lab,tense,176,3,pang,
16,young,3,pang_F0_3_VOT_5.wav,lab,tense,177,5,pang,
16,young,7,pang_F0_7_VOT_3.wav,lab,tense,178,3,pang,
16,young,8,pang_F0_8_VOT_4.wav,lab,tense,179,4,pang,
16,young,4,pang_F0_4_VOT_1.wav,lab,tense,180,1,pang,
16,young,8,pang_F0_8_VOT_7.wav,lab,asp,181,7,pang,
16,young,8,pang_F0_8_VOT_2.wav,lab,asp,182,2,pang,
16,young,2,pang_F0_2_VOT_4.wav,lab,tense,183,4,pang,
16,young,6,pang_F0_6_VOT_2.wav,lab,tense,184,2,pang,
16,young,5,pang_F0_5_VOT_6.wav,lab,asp,185,6,pang,
16,young,4,pang_F0_4_VOT_8.wav,lab,asp,186,8,pang,
16,young,7,pang_F0_7_VOT_5.wav,lab,tense,187,5,pang,
16,young,6,pang_F0_6_VOT_7.wav,lab,asp,188,7,pang,
16,young,2,pang_F0_2_VOT_8.wav,lab,tense,189,8,pang,
16,young,3,pang_F0_3_VOT_6.wav,lab,tense,190,6,pang,
16,young,1,pang_F0_1_VOT_6.wav,lab,lenis,191,6,pang,
16,young,1,pang_F0_1_VOT_3.wav,lab,lenis,192,3,pang,
16,young,6,pang_F0_6_VOT_3.wav,lab,tense,193,3,pang,
16,young,2,pang_F0_2_VOT_3.wav,lab,tense,194,3,pang,
16,young,1,pang_F0_1_VOT_5.wav,lab,asp,195,5,pang,
16,young,7,pang_F0_7_VOT_8.wav,lab,asp,196,8,pang,
16,young,2,pang_F0_2_VOT_7.wav,lab,tense,197,7,pang,
16,young,6,pang_F0_6_VOT_5.wav,lab,asp,198,5,pang,
16,young,5,pang_F0_5_VOT_8.wav,lab,tense,199,8,pang,
16,young,6,pang_F0_6_VOT_1.wav,lab,tense,200,1,pang,
16,young,4,pang_F0_4_VOT_4.wav,lab,tense,201,4,pang,
16,young,4,pang_F0_4_VOT_7.wav,lab,tense,202,7,pang,
16,young,4,pang_F0_4_VOT_2.wav,lab,asp,203,2,pang,
16,young,2,pang_F0_2_VOT_6.wav,lab,tense,204,6,pang,
16,young,3,pang_F0_3_VOT_7.wav,lab,asp,205,7,pang,
16,young,5,pang_F0_5_VOT_2.wav,lab,tense,206,2,pang,
16,young,3,pang_F0_3_VOT_1.wav,lab,tense,207,1,pang,
16,young,2,pang_F0_2_VOT_1.wav,lab,tense,208,1,pang,
16,young,7,pang_F0_7_VOT_7.wav,lab,asp,209,7,pang,
16,young,5,pang_F0_5_VOT_4.wav,lab,asp,210,4,pang,
25,young,,check,,true,2,,check1,
25,young,,check,,true,3,,check2,
25,young,,check,,true,4,,check3,
25,young,2,practice,lab,tense,6,2,pang,
25,young,3,practice,lab,asp,7,8,pang,
25,young,8,practice,lab,tense,8,3,pang,
25,young,8,practice,lab,asp,9,8,pang,
25,young,7,practice,lab,tense,10,2,pang,
25,young,4,practice,lab,asp,11,8,pang,
25,young,4,practice,lab,tense,12,2,pang,
25,young,3,practice,lab,asp,13,4,pang,
25,young,2,practice,lab,tense,14,3,pang,
25,young,5,practice,lab,lenis,15,3,pang,
25,young,8,pang_F0_8_VOT_6.wav,lab,asp,17,6,pang,
25,young,1,pang_F0_1_VOT_3.wav,lab,lenis,18,3,pang,
25,young,1,pang_F0_1_VOT_4.wav,lab,lenis,19,4,pang,
25,young,4,pang_F0_4_VOT_3.wav,lab,asp,20,3,pang,
25,young,6,pang_F0_6_VOT_8.wav,lab,asp,21,8,pang,
25,young,3,pang_F0_3_VOT_6.wav,lab,asp,22,6,pang,
25,young,8,pang_F0_8_VOT_2.wav,lab,tense,23,2,pang,
25,young,4,pang_F0_4_VOT_6.wav,lab,asp,24,6,pang,
25,young,1,pang_F0_1_VOT_2.wav,lab,tense,25,2,pang,
25,young,8,pang_F0_8_VOT_7.wav,lab,asp,26,7,pang,
25,young,6,pang_F0_6_VOT_2.wav,lab,tense,27,2,pang,
25,young,1,pang_F0_1_VOT_5.wav,lab,lenis,28,5,pang,
25,young,2,pang_F0_2_VOT_8.wav,lab,asp,29,8,pang,
25,young,2,pang_F0_2_VOT_6.wav,lab,asp,30,6,pang,
25,young,8,pang_F0_8_VOT_8.wav,lab,asp,31,8,pang,
25,young,5,pang_F0_5_VOT_5.wav,lab,asp,32,5,pang,
25,young,1,pang_F0_1_VOT_1.wav,lab,tense,33,1,pang,
25,young,5,pang_F0_5_VOT_6.wav,lab,asp,34,6,pang,
25,young,7,pang_F0_7_VOT_5.wav,lab,asp,35,5,pang,
25,young,7,pang_F0_7_VOT_2.wav,lab,tense,36,2,pang,
25,young,4,pang_F0_4_VOT_2.wav,lab,tense,37,2,pang,
25,young,1,pang_F0_1_VOT_7.wav,lab,lenis,38,7,pang,
25,young,7,pang_F0_7_VOT_3.wav,lab,tense,39,3,pang,
25,young,4,pang_F0_4_VOT_5.wav,lab,asp,40,5,pang,
25,young,7,pang_F0_7_VOT_7.wav,lab,asp,41,7,pang,
25,young,5,pang_F0_5_VOT_8.wav,lab,asp,42,8,pang,
25,young,7,pang_F0_7_VOT_1.wav,lab,tense,43,1,pang,
25,young,7,pang_F0_7_VOT_4.wav,lab,asp,44,4,pang,
25,young,4,pang_F0_4_VOT_8.wav,lab,asp,45,8,pang,
25,young,3,pang_F0_3_VOT_1.wav,lab,tense,46,1,pang,
25,young,6,pang_F0_6_VOT_5.wav,lab,asp,47,5,pang,
25,young,3,pang_F0_3_VOT_7.wav,lab,lenis,48,7,pang,
25,young,6,pang_F0_6_VOT_3.wav,lab,tense,49,3,pang,
25,young,2,pang_F0_2_VOT_1.wav,lab,tense,50,1,pang,
25,young,1,pang_F0_1_VOT_6.wav,lab,lenis,51,6,pang,
25,young,3,pang_F0_3_VOT_4.wav,lab,lenis,52,4,pang,
25,young,1,pang_F0_1_VOT_8.wav,lab,asp,53,8,pang,
25,young,2,pang_F0_2_VOT_5.wav,lab,lenis,54,5,pang,
25,young,6,pang_F0_6_VOT_1.wav,lab,tense,55,1,pang,
25,young,5,pang_F0_5_VOT_4.wav,lab,asp,56,4,pang,
25,young,6,pang_F0_6_VOT_4.wav,lab,asp,57,4,pang,
25,young,5,pang_F0_5_VOT_2.wav,lab,tense,58,2,pang,
25,young,4,pang_F0_4_VOT_4.wav,lab,asp,59,4,pang,
25,young,7,pang_F0_7_VOT_6.wav,lab,asp,60,6,pang,
25,young,6,pang_F0_6_VOT_7.wav,lab,asp,61,7,pang,
25,young,8,pang_F0_8_VOT_1.wav,lab,tense,62,1,pang,
25,young,3,pang_F0_3_VOT_5.wav,lab,lenis,63,5,pang,
25,young,8,pang_F0_8_VOT_3.wav,lab,tense,64,3,pang,
25,young,5,pang_F0_5_VOT_7.wav,lab,asp,65,7,pang,
25,young,3,pang_F0_3_VOT_3.wav,lab,lenis,66,3,pang,
25,young,6,pang_F0_6_VOT_6.wav,lab,asp,67,6,pang,
25,young,5,pang_F0_5_VOT_1.wav,lab,tense,68,1,pang,
25,young,4,pang_F0_4_VOT_1.wav,lab,tense,69,1,pang,
25,young,8,pang_F0_8_VOT_4.wav,lab,asp,70,4,pang,
25,young,2,pang_F0_2_VOT_7.wav,lab,lenis,71,7,pang,
25,young,3,pang_F0_3_VOT_8.wav,lab,lenis,72,8,pang,
25,young,8,pang_F0_8_VOT_5.wav,lab,asp,73,5,pang,
25,young,2,pang_F0_2_VOT_2.wav,lab,tense,74,2,pang,
25,young,4,pang_F0_4_VOT_7.wav,lab,asp,75,7,pang,
25,young,2,pang_F0_2_VOT_3.wav,lab,lenis,76,3,pang,
25,young,3,pang_F0_3_VOT_2.wav,lab,tense,77,2,pang,
25,young,2,pang_F0_2_VOT_4.wav,lab,lenis,78,4,pang,
25,young,7,pang_F0_7_VOT_8.wav,lab,asp,79,8,pang,
25,young,5,pang_F0_5_VOT_3.wav,lab,tense,80,3,pang,
25,young,3,pang_F0_3_VOT_2.wav,lab,tense,82,2,pang,
25,young,4,pang_F0_4_VOT_3.wav,lab,tense,83,3,pang,
25,young,2,pang_F0_2_VOT_5.wav,lab,lenis,84,5,pang,
25,young,7,pang_F0_7_VOT_8.wav,lab,asp,85,8,pang,
25,young,6,pang_F0_6_VOT_4.wav,lab,asp,86,4,pang,
25,young,6,pang_F0_6_VOT_3.wav,lab,tense,87,3,pang,
25,young,8,pang_F0_8_VOT_6.wav,lab,asp,88,6,pang,
25,young,5,pang_F0_5_VOT_4.wav,lab,asp,89,4,pang,
25,young,8,pang_F0_8_VOT_2.wav,lab,tense,90,2,pang,
25,young,8,pang_F0_8_VOT_7.wav,lab,asp,91,7,pang,
25,young,5,pang_F0_5_VOT_8.wav,lab,asp,92,8,pang,
25,young,3,pang_F0_3_VOT_1.wav,lab,tense,93,1,pang,
25,young,8,pang_F0_8_VOT_3.wav,lab,tense,94,3,pang,
25,young,3,pang_F0_3_VOT_7.wav,lab,lenis,95,7,pang,
25,young,1,pang_F0_1_VOT_6.wav,lab,lenis,96,6,pang,
25,young,2,pang_F0_2_VOT_1.wav,lab,tense,97,1,pang,
25,young,5,pang_F0_5_VOT_1.wav,lab,tense,98,1,pang,
25,young,1,pang_F0_1_VOT_8.wav,lab,lenis,99,8,pang,
25,young,2,pang_F0_2_VOT_4.wav,lab,lenis,100,4,pang,
25,young,2,pang_F0_2_VOT_3.wav,lab,lenis,101,3,pang,
25,young,8,pang_F0_8_VOT_8.wav,lab,asp,102,8,pang,
25,young,3,pang_F0_3_VOT_4.wav,lab,lenis,103,4,pang,
25,young,7,pang_F0_7_VOT_7.wav,lab,asp,104,7,pang,
25,young,2,pang_F0_2_VOT_2.wav,lab,tense,105,2,pang,
25,young,1,pang_F0_1_VOT_7.wav,lab,lenis,106,7,pang,
25,young,6,pang_F0_6_VOT_2.wav,lab,tense,107,2,pang,
25,young,8,pang_F0_8_VOT_4.wav,lab,asp,108,4,pang,
25,young,3,pang_F0_3_VOT_8.wav,lab,lenis,109,8,pang,
25,young,5,pang_F0_5_VOT_2.wav,lab,tense,110,2,pang,
25,young,4,pang_F0_4_VOT_6.wav,lab,lenis,111,6,pang,
25,young,3,pang_F0_3_VOT_6.wav,lab,lenis,112,6,pang,
