"subject","age","asp_vot","asp_f0","tense_vot","tense_f0","asp_f0_reliance"
"427",30,3.97206571675756,4.62388545400926,-2.82010866926258,4.29891540040448,0.537914346202222
"630",65,0.859188398156195,2.55387590529207,-3.8300333803143,2.02062317417742,0.748264807877148
"492",32,2.2771033737855,5.00154240589456,-4.89592815321815,3.56580307691918,0.687152879435
"409",30,2.47116830809783,3.23899264563038,-4.13310722719287,3.23419906620998,0.567233160654713
"567",64,3.13558032570043,3.14882561697452,-3.13972248778085,2.23587352370156,0.501053822063287
"457",32,6.2589207595446,3.53757345315317,-3.39698490301911,2.60558296291416,0.361106062673719
"511",30,3.94574647199603,4.15125985166797,-5.3945109063047,3.29535001808859,0.512690701443033
"581",61,4.2680770369665,2.57149434971028,-8.80365450699911,1.98233716145089,0.375973025841861
"433",58,3.76837815465164,4.17705506804825,-8.4058093497732,3.12622518048628,0.525717723750357
"472",31,3.13183105230787,3.14237877472548,-3.09638636091991,2.2064291865264,0.500840561816419
"499",59,3.13183105230787,3.14237877472548,-3.09638636091991,2.2064291865264,0.500840561816419
"587",63,3.13183105230787,3.14237877472548,-3.09638636091991,2.2064291865264,0.500840561816419
"512",72,3.13183105230787,3.14237877472548,-3.09638636091991,2.2064291865264,0.500840561816419
"423",36,3.13183105230787,3.14237877472548,-3.09638636091991,2.2064291865264,0.500840561816419
"572",59,3.13183105230787,3.14237877472548,-3.09638636091991,2.2064291865264,0.500840561816419
"434",64,3.13183105230787,3.14237877472548,-3.09638636091991,2.2064291865264,0.500840561816419
"575",57,3.13183105230787,3.14237877472548,-3.09638636091991,2.2064291865264,0.500840561816419
"545",46,3.13183105230787,3.14237877472548,-3.09638636091991,2.2064291865264,0.500840561816419
"393",28,3.13183105230787,3.14237877472548,-3.09638636091991,2.2064291865264,0.500840561816419
"487",54,3.13183105230787,3.14237877472548,-3.09638636091991,2.2064291865264,0.500840561816419
"440",50,3.13183105230787,3.14237877472548,-3.09638636091991,2.2064291865264,0.500840561816419
"517",22,3.13183105230787,3.14237877472548,-3.09638636091991,2.2064291865264,0.500840561816419
"425",33,3.13183105230787,3.14237877472548,-3.09638636091991,2.2064291865264,0.500840561816419
"491",69,3.13183105230787,3.14237877472548,-3.09638636091991,2.2064291865264,0.500840561816419
"421",30,3.13183105230787,3.14237877472548,-3.09638636091991,2.2064291865264,0.500840561816419
"469",60,3.13183105230787,3.14237877472548,-3.09638636091991,2.2064291865264,0.500840561816419
"448",61,3.13183105230787,3.14237877472548,-3.09638636091991,2.2064291865264,0.500840561816419
"605",40,3.13183105230787,3.14237877472548,-3.09638636091991,2.2064291865264,0.500840561816419
"628",68,3.13183105230787,3.14237877472548,-3.09638636091991,2.2064291865264,0.500840561816419
"610",49,3.13183105230787,3.14237877472548,-3.09638636091991,2.2064291865264,0.500840561816419
"418",26,3.13183105230787,3.14237877472548,-3.09638636091991,2.2064291865264,0.500840561816419
"507",25,3.13183105230787,3.14237877472548,-3.09638636091991,2.2064291865264,0.500840561816419
"607",41,3.13183105230787,3.14237877472548,-3.09638636091991,2.2064291865264,0.500840561816419
"467",60,3.13183105230787,3.14237877472548,-3.09638636091991,2.2064291865264,0.500840561816419
"535",55,3.13183105230787,3.14237877472548,-3.09638636091991,2.2064291865264,0.500840561816419
"624",61,3.13183105230787,3.14237877472548,-3.09638636091991,2.2064291865264,0.500840561816419
"541",66,3.13183105230787,3.14237877472548,-3.09638636091991,2.2064291865264,0.500840561816419
"603",46,3.13183105230787,3.14237877472548,-3.09638636091991,2.2064291865264,0.500840561816419
"474",57,3.13183105230787,3.14237877472548,-3.09638636091991,2.2064291865264,0.500840561816419
"576",64,3.13183105230787,3.14237877472548,-3.09638636091991,2.2064291865264,0.500840561816419
"401",34,3.13183105230787,3.14237877472548,-3.09638636091991,2.2064291865264,0.500840561816419
"501",53,3.13183105230787,3.14237877472548,-3.09638636091991,2.2064291865264,0.500840561816419
"486",51,3.13183105230787,3.14237877472548,-3.09638636091991,2.2064291865264,0.500840561816419
"495",20,3.13183105230787,3.14237877472548,-3.09638636091991,2.2064291865264,0.500840561816419
"471",26,3.13183105230787,3.14237877472548,-3.09638636091991,2.2064291865264,0.500840561816419
"449",57,3.13183105230787,3.14237877472548,-3.09638636091991,2.2064291865264,0.500840561816419
"548",67,3.13183105230787,3.14237877472548,-3.09638636091991,2.2064291865264,0.500840561816419
"407",24,3.13183105230787,3.14237877472548,-3.09638636091991,2.2064291865264,0.500840561816419
"584",64,3.13183105230787,3.14237877472548,-3.09638636091991,2.2064291865264,0.500840561816419
"475",57,3.13183105230787,3.14237877472548,-3.09638636091991,2.2064291865264,0.500840561816419
"593",40,3.13183105230787,3.14237877472548,-3.09638636091991,2.2064291865264,0.500840561816419
"460",24,3.13183105230787,3.14237877472548,-3.09638636091991,2.2064291865264,0.500840561816419
"615",41,3.13183105230787,3.14237877472548,-3.09638636091991,2.2064291865264,0.500840561816419
"599",44,3.13183105230787,3.14237877472548,-3.09638636091991,2.2064291865264,0.500840561816419
